,iauname,png_loc,input_text,target
1683,J113240.56+181107.8,dr5/J113/J113240.56+181107.8.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | no spiral arms | moderate central bulge,"This galaxy image has features that indicate it is not merging, has no bar, and has moderate central bulge but does not have an edge-on disk or spiral arms."
1684,J143943.87+293114.3,dr5/J143/J143943.87+293114.3.png,smooth | elliptical | not merging,"The smooth, elliptical galaxy image does not appear to be merging."
1685,J145029.34+152734.2,dr5/J145/J145029.34+152734.2.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"This galaxy is an image that has features such as an edge-on disk and a rounded central bulge, but it is not merging."
1686,J142410.63+051050.1,dr5/J142/J142410.63+051050.1.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | loose spiral winding | two spiral arms | small central bulge,"The galaxy image has features of a loose spiral winding with two spiral arms and a small central bulge, but does not have an edge-on disk or appear to be merging."
1687,J094737.72+295206.7,dr5/J094/J094737.72+295206.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | three spiral arms | four spiral arms | small central bulge,"This galaxy image has features such as tight spiral winding with either three or four spiral arms, and a small central bulge, but does not have an edge-on disk, is not merging and lacks a bar."
1688,J080550.95+063811.8,dr5/J080/J080550.95+063811.8.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1689,J131621.40+140740.4,dr5/J131/J131621.40+140740.4.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | not merging | no bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge,"This galaxy image does not have an edge-on disk and is not merging with another, has no bar, and does not have spiral arms, but does have a small central bulge and tight winding, indicating that it is not merging with any other galaxies with only minor disturbances."
1690,J014026.73+001152.9,dr5/J014/J014026.73+001152.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | does not have spiral arms | small central bulge,"This galaxy has features such as a disk, but does not have an edge-on disk, is not merging, has no bar, does not have spiral arms, and has a small central bulge."
1691,J123545.54+042030.8,dr5/J123/J123545.54+042030.8.png,artifact,The image of the galaxy showed a mysterious artifact.
1692,J125227.64+125309.2,dr5/J125/J125227.64+125309.2.png,smooth | has features or disk | cigar-shaped | not merging,"The galaxy has a smooth, cigar-shaped image, with features but not merging disks."
1693,J091511.14+052646.5,dr5/J091/J091511.14+052646.5.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with others."
1694,J122348.44+274446.6,dr5/J122/J122348.44+274446.6.png,smooth | cigar-shaped | not merging,"A smooth, cigar-shaped galaxy image was observed that was not merging."
1695,J102241.78+034730.5,dr5/J102/J102241.78+034730.5.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1696,J113634.49+152448.1,dr5/J113/J113634.49+152448.1.png,has features or disk | does not have an edge-on disk | not merging | strong bar | has spiral arms | loose spiral winding | two spiral arms,"This galaxy image has features of a disk, does not have an edge-on disk, is not merging, has a strong bar and two spiral arms with loose winding."
1697,J143500.98+114544.2,dr5/J143/J143500.98+114544.2.png,smooth | has features or disk | elliptical | not merging,"An elliptical galaxy has a smooth image, but not features of merging or a disk."
1698,J002409.48-010032.2,dr5/J002/J002409.48-010032.2.png,smooth | elliptical | not merging,The elliptical galaxy had a smooth image and was not merging.
1699,J121311.58-012853.5,dr5/J121/J121311.58-012853.5.png,smooth | elliptical,The smooth elliptical image of the galaxy was breathtaking.
1700,J100756.80-022049.0,dr5/J100/J100756.80-022049.0.png,smooth | elliptical | not merging,"This image shows an elliptical galaxy that appears smooth, and is not merging."
1701,J151505.49+195816.7,dr5/J151/J151505.49+195816.7.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy has two spiral arms with medium spiral winding, a weak bar, and a small central bulge, but does not have an edge-on disk or any features indicating a merger."
1702,J092454.07+151518.6,dr5/J092/J092454.07+151518.6.png,smooth | elliptical | not merging,"An elliptical galaxy is seen in the image with a smooth structure, not merging with another galaxy."
1703,J014547.24-060559.9,dr5/J014/J014547.24-060559.9.png,smooth | elliptical | merging | not merging,The galaxy had a smooth elliptical shape and showed no evidence of merging with other galaxies.
1704,J210226.80+001053.1,dr5/J210/J210226.80+001053.1.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"This galaxy image has features of an edge-on disk, which is not merging with other galaxies, and has a rounded central bulge."
1705,J123845.75+152859.3,dr5/J123/J123845.75+152859.3.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging in the image.
1706,J090103.66+033616.0,dr5/J090/J090103.66+033616.0.png,has features or disk | has an edge-on disk | not merging | no central bulge,"A galaxy image has features such as an edge-on disk and no central bulge, indicating that it is not merging."
1707,J120205.51+082308.6,dr5/J120/J120205.51+082308.6.png,smooth | elliptical | not merging,The image of the elliptical galaxy was smooth and not merging.
1708,J152655.47+282242.9,dr5/J152/J152655.47+282242.9.png,smooth | elliptical | not merging,An elliptical galaxy in the image appears smooth and not merging.
1709,J110458.12+060716.1,dr5/J110/J110458.12+060716.1.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | small central bulge,"This galaxy image has features such as a disk that does not have an edge-on orientation, evidence of no merging, no bar, spiral arms with tight spiral winding, and a small central bulge."
1710,J104218.55+013423.1,dr5/J104/J104218.55+013423.1.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | two spiral arms | moderate central bulge,"This galaxy has two spiral arms, a moderate central bulge, and some features in its disk, but does not have an edge-on disk and is not merging."
1711,J151025.24+083617.4,dr5/J151/J151025.24+083617.4.png,smooth | elliptical | not merging,An elliptical galaxy is smooth in image and not merging.
1712,J141432.33+030348.4,dr5/J141/J141432.33+030348.4.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy image has features such as two spiral arms with a medium spiral winding, a weak bar, and a small central bulge, yet does not have an edge-on disk or appear to be merging."
1713,J014700.18-101952.6,dr5/J014/J014700.18-101952.6.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | tight spiral winding | moderate central bulge,"This galaxy has features of a disk with tight spiral arms winding around it and a moderate central bulge, but it does not have an edge-on disk, and is not merging, thus providing a clear image of the spiral structure."
1714,J130035.57+280846.0,dr5/J130/J130035.57+280846.0.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"This galaxy has an edge-on disk with a rounded central bulge and features that are not merging, as seen in its striking image."
1715,J142612.83+014231.9,dr5/J142/J142612.83+014231.9.png,smooth | cigar-shaped | not merging,"A cigar-shaped galaxy was seen in an image that appeared smooth, not merging."
1716,J160329.25+153350.4,dr5/J160/J160329.25+153350.4.png,smooth | elliptical | not merging,An elliptical galaxy was observed in an image as smooth and not merging.
1717,J011805.88-003022.2,dr5/J011/J011805.88-003022.2.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | tight spiral winding | two spiral arms | small central bulge,"This galaxy image has two tight spiral arms, a small central bulge, and features or a disk, but does not have an edge-on disk and is not merging."
1718,J150249.92+294043.9,dr5/J150/J150249.92+294043.9.png,smooth | has features or disk | round | elliptical | not merging,"The galaxy has a smooth, round or elliptical image, and it is not merging with other features or a disk."
1719,J145437.13+220213.7,dr5/J145/J145437.13+220213.7.png,smooth | has features or disk | cigar-shaped | not merging,"The galaxy has a smooth, cigar-shaped image that does not show any features of merging."
1720,J112720.65+165015.7,dr5/J112/J112720.65+165015.7.png,smooth | cigar-shaped | not merging,"The image of the galaxy shows a smooth, cigar-shaped structure and does not appear to be merging."
1721,J131927.99+013822.2,dr5/J131/J131927.99+013822.2.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | small central bulge,"This galaxy, seen in an image, has features of a disk, but it does not have an edge-on disk or a bar, and it is not merging. It has spiral arms with a medium spiral winding and a small central bulge."
1722,J095828.98+003429.2,dr5/J095/J095828.98+003429.2.png,smooth | elliptical,An elliptical galaxy has a smooth image.
1723,J120334.55+041435.5,dr5/J120/J120334.55+041435.5.png,smooth | round | elliptical | not merging,"The galaxy had an image that showed a smooth, round elliptical shape, not merging with any other galaxies."
1724,J114910.25-021908.0,dr5/J114/J114910.25-021908.0.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy has two spiral arms with a moderate central bulge and loose spiral winding, but does not have an edge-on disk or features indicative of merging."
1725,J150058.86+170329.5,dr5/J150/J150058.86+170329.5.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1726,J023733.73-061942.7,dr5/J023/J023733.73-061942.7.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1727,J130503.49+215656.1,dr5/J130/J130503.49+215656.1.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy image has two spiral arms with a moderate central bulge and a weak bar, with a medium spiral winding, but does not have an edge-on disk and is not merging."
1728,J130027.42-020558.9,dr5/J130/J130027.42-020558.9.png,smooth | cigar-shaped | not merging,"From the smooth, cigar-shaped image of the galaxy, it appears to be not merging with another."
1729,J110532.76+125248.3,dr5/J110/J110532.76+125248.3.png,smooth | round | elliptical | not merging,"The image of a smooth, round elliptical galaxy showed that it was not merging."
1730,J104144.97-015651.6,dr5/J104/J104144.97-015651.6.png,smooth | round | not merging,"The image of the smooth, round galaxy was clearly not merging."
1731,J013146.57-011443.0,dr5/J013/J013146.57-011443.0.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | loose spiral winding | two spiral arms | small central bulge,"This galaxy has two spiral arms that have a loose winding, a weak bar, and a small central bulge, but no edge-on disk. The image shows that it is not merging and has some features that suggest it has spiral arms."
1732,J105122.97+155858.9,dr5/J105/J105122.97+155858.9.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | not merging | strong bar | does not have spiral arms | small central bulge,"This galaxy image has features of a disk, but does not have an edge-on disk, merging with only minor disturbance, is not merging, has a strong bar, does not have spiral arms, and has a small central bulge."
1733,J150914.26+140210.2,dr5/J150/J150914.26+140210.2.png,has features or disk | does not have an edge-on disk | has spiral arms | medium spiral winding | two spiral arms,This galaxy has an image that does not have an edge-on disk but does have two spiral arms with a medium spiral winding and other features.
1734,J120443.18+240703.9,dr5/J120/J120443.18+240703.9.png,smooth | has features or disk | elliptical | not merging,"An elliptical galaxy, smooth in its appearance, has features such as disk and not merging."
1735,J084432.42+303659.4,dr5/J084/J084432.42+303659.4.png,has features or disk | has an edge-on disk | merging | rounded central bulge,The galaxy image has features of an edge-on disk with a rounded central bulge and hints of merging.
1736,J130952.16+053936.8,dr5/J130/J130952.16+053936.8.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | three spiral arms | moderate central bulge,"This galaxy has features such as a weak bar and does not have an edge-on disk. It has two or three spiral arms with either a tight or medium spiral winding, and a moderate central bulge. It is not currently merging with any other galaxies."
1737,J015334.41-001534.6,dr5/J015/J015334.41-001534.6.png,smooth | elliptical | not merging,An image of an elliptical galaxy showed it to be smooth and not merging.
1738,J105025.19+185344.0,dr5/J105/J105025.19+185344.0.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | two spiral arms | small central bulge,"This galaxy image has features of a disk, with no edge-on disk and no merging components; furthermore, it has no bar and the spiral arms have a tight winding, with only two spiral arms and a small central bulge."
1739,J123910.36+101334.2,dr5/J123/J123910.36+101334.2.png,has features or disk | does not have an edge-on disk | not merging | no bar | does not have spiral arms | small central bulge,"This galaxy has features of a disk but does not have an edge-on disk, is not merging, has no bar, does not have spiral arms, and has a small central bulge, as seen in the image."
1740,J090900.00+043457.5,dr5/J090/J090900.00+043457.5.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | two spiral arms | moderate central bulge,"This galaxy image has features of a disk, does not have an edge-on disk, is not merging, and has two spiral arms with a moderate central bulge."
1741,J095425.69+265450.7,dr5/J095/J095425.69+265450.7.png,has features or disk | does not have an edge-on disk | no bar | does not have spiral arms | moderate central bulge,"This galaxy image has features of a disk, but does not have an edge-on disk, a bar, or spiral arms, and only has a moderate central bulge."
1742,J114953.12+010953.9,dr5/J114/J114953.12+010953.9.png,has features or disk | does not have an edge-on disk | weak bar | has spiral arms | loose spiral winding | two spiral arms | small central bulge,The galaxy has an image with spiral arms and a small central bulge but does not have an edge-on disk or a strong bar. Its spiral winding is loose with only two spiral arms.
1743,J150454.15+205028.2,dr5/J150/J150454.15+205028.2.png,smooth | cigar-shaped | merging with minor disturbance | not merging,"The cigar-shaped galaxy was smoothly merging with a minor disturbance, not fully merging."
1744,J103611.74+231024.4,dr5/J103/J103611.74+231024.4.png,smooth | round | elliptical | not merging,"An image of a smooth, round elliptical galaxy is not merging."
1745,J101458.12+313931.6,dr5/J101/J101458.12+313931.6.png,smooth | round | not merging,"The image of the smooth, round galaxy was not merging."
1746,J151257.34-014026.9,dr5/J151/J151257.34-014026.9.png,smooth | elliptical | not merging,An elliptical galaxy looks smooth and not merging in the image.
1747,J092717.00+105816.1,dr5/J092/J092717.00+105816.1.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with any other."
1748,J102433.20+200814.9,dr5/J102/J102433.20+200814.9.png,has features or disk | does not have an edge-on disk | weak bar | has spiral arms | loose spiral winding | two spiral arms | small central bulge,"The galaxy image has features such as a weak bar and two spiral arms with loose spiral winding, but does not have an edge-on disk and has a small central bulge."
1749,J154118.17+171419.9,dr5/J154/J154118.17+171419.9.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1750,J144808.05+213348.4,dr5/J144/J144808.05+213348.4.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"The galaxy in the image has features of an edge-on disk with a rounded central bulge, suggesting that it is not merging."
1751,J085735.08+073627.5,dr5/J085/J085735.08+073627.5.png,smooth | elliptical | not merging,An elliptical galaxy is smooth and not merging in the image.
1752,J084210.38+172526.2,dr5/J084/J084210.38+172526.2.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other galaxies in the image.
1753,J135552.09-024045.0,dr5/J135/J135552.09-024045.0.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in this image.
1754,J115636.73-011828.7,dr5/J115/J115636.73-011828.7.png,smooth | elliptical,"An image of a smooth, elliptical galaxy was mesmerizing."
1755,J090129.69+033125.3,dr5/J090/J090129.69+033125.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | two spiral arms | moderate central bulge,"This galaxy image has two spiral arms, a moderate central bulge, and features such as a disk but does not have an edge-on disk or a bar, indicating that it is not merging."
1756,J093440.83+080713.0,dr5/J093/J093440.83+080713.0.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1757,J144224.65+061911.6,dr5/J144/J144224.65+061911.6.png,smooth | round | not merging,"The galaxy image was smooth and round, not merging."
1758,J105155.02+292937.8,dr5/J105/J105155.02+292937.8.png,has features or disk | has an edge-on disk | merging with minor disturbance | not merging | rounded central bulge,"The galaxy image has an edge-on disk with features that appear to be merging with a minor disturbance, though not completely merging, and also a rounded central bulge."
1759,J075825.88+184431.9,dr5/J075/J075825.88+184431.9.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"The image of the galaxy has features of an edge-on disk, which is not in the process of merging, and it also has a rounded central bulge."
1760,J143117.92+070541.1,dr5/J143/J143117.92+070541.1.png,smooth | elliptical | not merging,"An elliptical galaxy appeared smooth and unmoving, not merging with any other images."
1761,J145516.49+103445.4,dr5/J145/J145516.49+103445.4.png,smooth | round | not merging,"The galaxy had an image of a smooth and round shape, not merging."
1762,J110042.30+043207.5,dr5/J110/J110042.30+043207.5.png,smooth | elliptical,"The smooth, elliptical image of the galaxy was captivating."
1763,J151706.28+200740.9,dr5/J151/J151706.28+200740.9.png,smooth | elliptical | not merging,"The image of the elliptical galaxy was smooth, not merging with any other."
1764,J152329.92+295206.5,dr5/J152/J152329.92+295206.5.png,smooth | round | not merging,"The image of the smooth, round galaxy was not merging."
1765,J010623.75-001010.5,dr5/J010/J010623.75-001010.5.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"This galaxy has an edge-on disk, with features that are not merging, and a rounded central bulge when viewed in an image."
1766,J101628.49+090006.0,dr5/J101/J101628.49+090006.0.png,smooth | elliptical | not merging,"The image of the smooth, elliptical galaxy is not merging."
1767,J160910.90+175513.5,dr5/J160/J160910.90+175513.5.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms,"This galaxy has two spiral arms with medium spiral winding, as well as features like a weak bar and no edge-on disk, but is not merging."
1768,J140236.94+051154.9,dr5/J140/J140236.94+051154.9.png,smooth | elliptical | not merging,"An elliptical galaxy appears smooth in the image, with no signs of merging."
1769,J132300.58+033234.3,dr5/J132/J132300.58+033234.3.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge,"This galaxy image does not have an edge-on disk, no bar, and no spiral arms, but it does have a small central bulge and tight spiral winding."
1770,J092207.65+073628.1,dr5/J092/J092207.65+073628.1.png,smooth | round | not merging,The image of the galaxy was smooth and round without any merging.
1771,J014229.07+004112.6,dr5/J014/J014229.07+004112.6.png,smooth | elliptical,"An image of a smooth, elliptical galaxy is captivating."
1772,J124840.73+152740.1,dr5/J124/J124840.73+152740.1.png,smooth | round | elliptical | not merging,"An elliptical galaxy appears smooth and round in image, not merging with other galaxies."
1773,J021426.51-001433.5,dr5/J021/J021426.51-001433.5.png,smooth | cigar-shaped | not merging,"An image of a smooth, cigar-shaped galaxy was seen, not merging with another."
1774,J115241.28-024626.5,dr5/J115/J115241.28-024626.5.png,has features or disk | does not have an edge-on disk | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy has features of a disk, does not have an edge-on disk, and has two loose spiral arms with moderate central bulge winding."
1775,J112416.77+005746.7,dr5/J112/J112416.77+005746.7.png,smooth | cigar-shaped | not merging,"A smooth, cigar-shaped galaxy image was observed and found to be not merging."
1776,J095404.47+081954.3,dr5/J095/J095404.47+081954.3.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy has features of a weak bar and two spiral arms with a medium spiral winding, a moderate central bulge, and does not have an edge-on disk, indicating it is not merging, as shown in the image."
1777,J213616.80-083039.9,dr5/J213/J213616.80-083039.9.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1778,J091447.88-003542.0,dr5/J091/J091447.88-003542.0.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | medium spiral winding | small central bulge,"This galaxy image has spiral arms, a medium spiral winding, and a small central bulge, but does not have an edge-on disk or a bar."
1779,J123043.22+220157.9,dr5/J123/J123043.22+220157.9.png,smooth | elliptical | not merging,This image of an elliptical galaxy appears smooth and has not been merging.
1780,J130812.17-004821.4,dr5/J130/J130812.17-004821.4.png,smooth | cigar-shaped | not merging,"The smooth, cigar-shaped galaxy image does not show any signs of merging."
1781,J140325.28-024147.2,dr5/J140/J140325.28-024147.2.png,smooth | round | not merging,"This image of a smooth, round galaxy is not merging."
1782,J003039.14-023728.6,dr5/J003/J003039.14-023728.6.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | four spiral arms | small central bulge,"This galaxy has features of a tight spiral winding with four spiral arms and a small central bulge, but does not have an edge-on disk or a bar, so it is not merging."
1783,J020147.59-011948.0,dr5/J020/J020147.59-011948.0.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | tight spiral winding,"This galaxy has features of a disk and spiral arms with tight winding, but does not appear to be merging, nor does it have an edge-on disk as seen in the image."
1784,J133159.15-031256.7,dr5/J133/J133159.15-031256.7.png,has features or disk | has an edge-on disk | does not have an edge-on disk | merging with minor disturbance | rounded central bulge,"The galaxy image has features such as an edge-on disk, a rounded central bulge, and minor disturbance due to merging, but does not have an edge-on disk."
1785,J101415.59-013723.0,dr5/J101/J101415.59-013723.0.png,smooth | elliptical | merging with minor disturbance | not merging,"The smooth elliptical galaxy was imaged with a minor disturbance, suggesting it is not merging."
1786,J093142.30+184730.7,dr5/J093/J093142.30+184730.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | does not have spiral arms | tight spiral winding | loose spiral winding | two spiral arms | no spiral arms | small central bulge,"This galaxy image has features such as no edge-on disk, not merging, no bar, two spiral arms with a tight spiral winding and small central bulge, or no spiral arms with a loose spiral winding."
1787,J091741.52+171152.1,dr5/J091/J091741.52+171152.1.png,smooth | elliptical | not merging,An elliptical galaxy with a smooth image is not merging.
1788,J133511.11+283210.3,dr5/J133/J133511.11+283210.3.png,has features or disk | has an edge-on disk | not merging | no central bulge,"The galaxy image has an edge-on disk with features, but is not merging and has no central bulge."
1789,J160558.28+225444.8,dr5/J160/J160558.28+225444.8.png,smooth | round | elliptical | not merging,An image of a smooth and round elliptical galaxy that is not merging.
1790,J100618.17+081238.2,dr5/J100/J100618.17+081238.2.png,smooth | round | not merging,The image of a smooth and round galaxy was not merging.
1791,J132036.23+234151.8,dr5/J132/J132036.23+234151.8.png,smooth | elliptical | not merging,"An elliptical galaxy, smooth in its image, has no signs of merging."
1792,J143820.63+082525.5,dr5/J143/J143820.63+082525.5.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | not merging | no bar | has spiral arms | tight spiral winding | loose spiral winding | two spiral arms | no spiral arms | small central bulge,"This galaxy image has features of a disk that does not have an edge-on view, with minor disturbance but not merging, and no bar. It has either tight or loose spiral winding with two to no spiral arms and a small central bulge."
1793,J114204.86+051140.6,dr5/J114/J114204.86+051140.6.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | tight spiral winding | medium spiral winding | no spiral arms | moderate central bulge,"This galaxy image does not have an edge-on disk, is not merging, has a weak bar, and has either tight or medium spiral winding or no spiral arms with a moderate central bulge."
1794,J084806.46+105101.7,dr5/J084/J084806.46+105101.7.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | loose spiral winding | two spiral arms | small central bulge,"This galaxy image has features such as no edge-on disk, a weak bar, two spiral arms with medium and loose winding and a small central bulge but is not merging or winding too tightly."
1795,J083325.98+265113.9,dr5/J083/J083325.98+265113.9.png,smooth | elliptical | not merging,An image of an elliptical galaxy was smooth and not merging.
1796,J122743.44-010241.7,dr5/J122/J122743.44-010241.7.png,smooth | cigar-shaped,"The galaxy has an incredibly smooth, cigar-shaped image."
1797,J092502.59+162056.9,dr5/J092/J092502.59+162056.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | weak bar | does not have spiral arms | small central bulge,"This galaxy image has no edge-on disk, is not merging, has no bar or a weak bar, and does not have spiral arms but has a small central bulge."
1798,J145713.05+274440.5,dr5/J145/J145713.05+274440.5.png,smooth | elliptical | not merging,"This image shows a smooth, elliptical galaxy that is not merging."
1799,J151812.90-015014.3,dr5/J151/J151812.90-015014.3.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging in the image.
1800,J165026.61+311211.0,dr5/J165/J165026.61+311211.0.png,smooth | cigar-shaped | not merging,"The galaxy image showed a smooth cigar-shaped object, not merging with any other galaxies."
1801,J120027.36+084647.3,dr5/J120/J120027.36+084647.3.png,smooth | elliptical | not merging,"An elliptical galaxy is smooth and not merging, creating an image of serenity."
1802,J102302.45+285350.7,dr5/J102/J102302.45+285350.7.png,smooth | elliptical | not merging,An elliptical galaxy with a smooth image is not merging.
1803,J151256.04+165547.1,dr5/J151/J151256.04+165547.1.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | no spiral arms | moderate central bulge,"The galaxy has a weak bar, moderate central bulge, and an image that shows spiral arms with a medium spiral winding; however, it does not have an edge-on disk or any spiral arms, and it is not merging."
1804,J091354.22+114720.5,dr5/J091/J091354.22+114720.5.png,smooth | elliptical | not merging,"An image of a smooth, elliptical galaxy, not merging with another, was captured."
1805,J143444.03+232507.3,dr5/J143/J143444.03+232507.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | no spiral arms,"The galaxy image has features of a disk but does not have an edge-on disk, is not merging, and has no bar. It has tight spiral winding with no spiral arms."
1806,J134619.78-005021.5,dr5/J134/J134619.78-005021.5.png,smooth | elliptical | not merging,An elliptical galaxy has a smooth image and is not merging with another.
1807,J101018.79+003905.5,dr5/J101/J101018.79+003905.5.png,smooth | round,"An image of a smooth, round galaxy filled the night sky."
1808,J130901.75-012730.1,dr5/J130/J130901.75-012730.1.png,smooth | round | not merging,"The round, smooth image of the galaxy was not merging with any others."
1809,J144554.17+030816.5,dr5/J144/J144554.17+030816.5.png,has features or disk | does not have an edge-on disk | merging with major disturbance | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy image has features of two spiral arms with medium spiral winding and a small central bulge, but does not have an edge-on disk, indicating it is likely merging with another major disturbance, as evidenced by its spiral arms."
1810,J093653.88+154123.1,dr5/J093/J093653.88+154123.1.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | weak bar | has spiral arms | does not have spiral arms | medium spiral winding | one spiral arm | moderate central bulge | large central bulge,"The galaxy has features such as a medium spiral winding, one spiral arm, and a moderate or large central bulge, but it does not have an edge-on disk or a bar (weak or otherwise), and there is only minor disturbance in the image, indicating that it is not currently merging with another galaxy."
1811,J095143.52+301843.9,dr5/J095/J095143.52+301843.9.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other images.
1812,J083724.84+294402.3,dr5/J083/J083724.84+294402.3.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | weak bar | has spiral arms | tight spiral winding | two spiral arms | small central bulge,"This galaxy, as seen in the image, features a disk that does not have an edge-on orientation and appear to be merging with minor disturbance. The galaxy also has no clear bar, only a weak one, and two spiral arms with tight winding at the center and a small central bulge."
1813,J154734.94+115402.3,dr5/J154/J154734.94+115402.3.png,smooth | elliptical | merging with minor disturbance,"As the smooth, elliptical galaxy merged with a minor disturbance, an image of its stunning beauty filled the sky."
1814,J161532.43+150001.4,dr5/J161/J161532.43+150001.4.png,smooth | round | not merging,"In the image of the galaxy, it is smooth and round, not merging."
1815,J143624.02+080727.9,dr5/J143/J143624.02+080727.9.png,smooth | round | elliptical | not merging,"An elliptical galaxy appears smooth and round, not merging with any other images."
1816,J123612.86-031147.8,dr5/J123/J123612.86-031147.8.png,smooth | cigar-shaped,"The image of the smooth, cigar-shaped galaxy was breathtaking."
1817,J140813.91+054939.3,dr5/J140/J140813.91+054939.3.png,smooth | elliptical | not merging,An elliptical galaxy is smooth and not merging in the image.
1818,J095324.98+111359.9,dr5/J095/J095324.98+111359.9.png,smooth | elliptical | not merging,"An elliptical galaxy is seen in the image, with no signs of merging and a smooth structure."
1819,J025344.32-033625.3,dr5/J025/J025344.32-033625.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | no spiral arms | moderate central bulge,"The galaxy image has features of a disk, but does not have an edge-on disk, is not merging, has no bar, and has moderate central bulge but no spiral arms."
1820,J140504.19+163455.4,dr5/J140/J140504.19+163455.4.png,smooth | elliptical | not merging,An elliptical galaxy is smooth and not merging in the image.
1821,J085715.72+172527.4,dr5/J085/J085715.72+172527.4.png,has features or disk | has an edge-on disk | does not have an edge-on disk | not merging | rounded central bulge,"The galaxy image has features such as a disk, with or without an edge-on disk, and a rounded central bulge that indicates it is not merging."
1822,J225849.03+005113.3,dr5/J225/J225849.03+005113.3.png,smooth | elliptical | merging with minor disturbance,"An elliptical galaxy is merging with a minor disturbance, creating a smooth image of the cosmos."
